case,activity,resource,timestamp,Org,Project,Task,Role
64,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/02/02 17:54:36.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE
64,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2017/02/02 17:54:43.000,organizational unit 65458,UNKNOWN,UNKNOWN,SUPERVISOR
64,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2017/02/06 13:44:07.000,organizational unit 65458,UNKNOWN,UNKNOWN,EMPLOYEE
3723,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/19 17:07:57.000,organizational unit 65477,project 147620,UNKNOWN,EMPLOYEE
3723,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/19 17:08:02.000,organizational unit 65477,project 147620,UNKNOWN,ADMINISTRATION
3723,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/22 10:00:13.000,organizational unit 65477,project 147620,UNKNOWN,BUDGET OWNER
3723,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/06/22 18:15:15.000,organizational unit 65477,project 147620,UNKNOWN,SUPERVISOR
3723,Request Payment,SYSTEM,2018/06/25 14:27:32.000,organizational unit 65477,project 147620,UNKNOWN,UNDEFINED
3723,Payment Handled,SYSTEM,2018/06/28 17:31:36.000,organizational unit 65477,project 147620,UNKNOWN,UNDEFINED
479,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/07/07 12:42:32.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
479,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/07/07 12:42:36.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
479,Request Payment,SYSTEM,2017/07/10 13:28:23.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
479,Payment Handled,SYSTEM,2017/07/13 17:31:04.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
2822,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/18 10:36:39.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
2822,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/04/18 10:36:42.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
2822,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/18 13:45:03.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
2822,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/04 11:50:20.000,organizational unit 65454,project 147556,UNKNOWN,EMPLOYEE
2822,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/04 11:50:28.000,organizational unit 65454,project 147556,UNKNOWN,ADMINISTRATION
2822,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/07 10:33:45.000,organizational unit 65454,project 147556,UNKNOWN,SUPERVISOR
2822,Request Payment,SYSTEM,2018/05/08 12:30:32.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
2822,Payment Handled,SYSTEM,2018/05/14 17:31:23.000,organizational unit 65454,project 147556,UNKNOWN,UNDEFINED
2257,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/13 10:42:48.000,organizational unit 65463,project 147531,UNKNOWN,EMPLOYEE
2257,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/13 10:55:43.000,organizational unit 65463,project 147531,UNKNOWN,ADMINISTRATION
2257,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/13 11:27:34.000,organizational unit 65463,project 147531,UNKNOWN,SUPERVISOR
2257,Request Payment,SYSTEM,2018/03/13 22:23:39.000,organizational unit 65463,project 147531,UNKNOWN,UNDEFINED
2257,Payment Handled,SYSTEM,2018/03/15 17:31:16.000,organizational unit 65463,project 147531,UNKNOWN,UNDEFINED
4683,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/08/31 13:35:34.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
4683,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/08/31 13:35:52.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION
4683,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/04 08:28:29.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
4683,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/09/29 20:34:00.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION
4683,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/01 14:47:59.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
4683,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/23 09:33:56.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION
4683,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/29 15:17:32.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
4683,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/29 20:30:14.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION
4683,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/31 14:42:26.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
4683,Request For Payment REJECTED by ADMINISTRATION,STAFF MEMBER,2018/10/31 15:20:58.000,organizational unit 65463,UNKNOWN,UNKNOWN,ADMINISTRATION
4683,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/11/02 11:42:01.000,organizational unit 65463,UNKNOWN,UNKNOWN,EMPLOYEE
5653,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/26 13:07:05.000,organizational unit 65468,project 147546,task 67709,EMPLOYEE
5653,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/26 13:07:43.000,organizational unit 65468,project 147546,task 67709,ADMINISTRATION
5653,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/11/02 10:02:07.000,organizational unit 65468,project 147546,task 67709,BUDGET OWNER
5653,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/05 17:23:14.000,organizational unit 65468,project 147546,task 67709,SUPERVISOR
5653,Request Payment,SYSTEM,2018/11/08 11:05:52.000,organizational unit 65468,project 147546,task 67709,UNDEFINED
5653,Payment Handled,SYSTEM,2018/11/12 17:30:47.000,organizational unit 65468,project 147546,task 67709,UNDEFINED
166,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/03/16 10:05:15.000,organizational unit 65458,project 148681,UNKNOWN,EMPLOYEE
166,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/03/16 10:05:43.000,organizational unit 65458,project 148681,UNKNOWN,PRE_APPROVER
166,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/03/16 14:35:55.000,organizational unit 65458,project 148681,UNKNOWN,SUPERVISOR
166,Request Payment,SYSTEM,2017/03/21 15:00:13.000,organizational unit 65458,project 148681,UNKNOWN,UNDEFINED
166,Payment Handled,SYSTEM,2017/03/23 17:30:45.000,organizational unit 65458,project 148681,UNKNOWN,UNDEFINED
2216,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/10 10:53:51.000,organizational unit 65463,project 503,task 76059,EMPLOYEE
2216,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/10 10:53:56.000,organizational unit 65463,project 503,task 76059,ADMINISTRATION
2216,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/03/12 08:33:07.000,organizational unit 65463,project 503,task 76059,SUPERVISOR
2216,Request Payment,SYSTEM,2018/03/13 08:47:02.000,organizational unit 65463,project 503,task 76059,UNDEFINED
2216,Payment Handled,SYSTEM,2018/03/15 17:31:16.000,organizational unit 65463,project 503,task 76059,UNDEFINED
11,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/01/12 09:07:24.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
11,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/01/12 09:08:56.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
11,Request Payment,SYSTEM,2017/01/13 14:13:51.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
11,Payment Handled,SYSTEM,2017/01/16 17:32:18.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
5016,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/21 15:41:51.000,organizational unit 65457,project 152803,UNKNOWN,EMPLOYEE
5016,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/21 15:41:56.000,organizational unit 65457,project 152803,UNKNOWN,ADMINISTRATION
5016,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/24 11:23:22.000,organizational unit 65457,project 152803,UNKNOWN,SUPERVISOR
5016,Request Payment,SYSTEM,2018/09/25 07:11:03.000,organizational unit 65457,project 152803,UNKNOWN,UNDEFINED
5016,Payment Handled,SYSTEM,2018/09/27 17:31:25.000,organizational unit 65457,project 152803,UNKNOWN,UNDEFINED
5133,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/09/28 08:43:48.000,organizational unit 65458,project 147546,UNKNOWN,EMPLOYEE
5133,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/09/28 08:44:45.000,organizational unit 65458,project 147546,UNKNOWN,ADMINISTRATION
5133,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/09/29 09:13:01.000,organizational unit 65458,project 147546,UNKNOWN,SUPERVISOR
5133,Request Payment,SYSTEM,2018/10/01 09:33:48.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
5133,Payment Handled,SYSTEM,2018/10/04 17:31:17.000,organizational unit 65458,project 147546,UNKNOWN,UNDEFINED
798,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/10/12 11:13:50.000,organizational unit 65463,project 148216,UNKNOWN,EMPLOYEE
798,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/10/12 11:21:42.000,organizational unit 65463,project 148216,UNKNOWN,SUPERVISOR
798,Request Payment,SYSTEM,2017/10/12 13:32:12.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
798,Payment Handled,SYSTEM,2017/10/16 17:31:25.000,organizational unit 65463,project 148216,UNKNOWN,UNDEFINED
6818,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/20 13:51:56.000,organizational unit 65482,project 150197,UNKNOWN,EMPLOYEE
6818,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/20 13:52:09.000,organizational unit 65482,project 150197,UNKNOWN,ADMINISTRATION
6818,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2019/01/08 14:39:56.000,organizational unit 65482,project 150197,UNKNOWN,BUDGET OWNER
6818,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2019/01/15 05:15:42.000,organizational unit 65482,project 150197,UNKNOWN,SUPERVISOR
6818,Request Payment,SYSTEM,2019/01/15 12:28:51.000,organizational unit 65482,project 150197,UNKNOWN,UNDEFINED
6818,Payment Handled,SYSTEM,2019/01/17 17:31:44.000,organizational unit 65482,project 150197,UNKNOWN,UNDEFINED
3069,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/06 11:39:39.000,organizational unit 65469,project 147582,UNKNOWN,EMPLOYEE
3069,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/06 11:42:04.000,organizational unit 65469,project 147582,UNKNOWN,ADMINISTRATION
3069,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/08 09:06:58.000,organizational unit 65469,project 147582,UNKNOWN,SUPERVISOR
3069,Request Payment,SYSTEM,2018/05/14 11:21:58.000,organizational unit 65469,project 147582,UNKNOWN,UNDEFINED
3069,Payment Handled,SYSTEM,2018/05/17 17:31:35.000,organizational unit 65469,project 147582,UNKNOWN,UNDEFINED
1046,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/12/11 14:27:37.000,organizational unit 65463,project 147546,UNKNOWN,EMPLOYEE
1046,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/12/11 14:30:17.000,organizational unit 65463,project 147546,UNKNOWN,SUPERVISOR
1046,Request Payment,SYSTEM,2017/12/12 13:31:55.000,organizational unit 65463,project 147546,UNKNOWN,UNDEFINED
1046,Payment Handled,SYSTEM,2017/12/14 17:31:10.000,organizational unit 65463,project 147546,UNKNOWN,UNDEFINED
3309,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/25 10:51:37.000,organizational unit 65461,project 148052,task 24806,EMPLOYEE
3309,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/25 10:54:03.000,organizational unit 65461,project 148052,task 24806,ADMINISTRATION
3309,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/05/30 10:24:29.000,organizational unit 65461,project 148052,task 24806,BUDGET OWNER
3309,Request For Payment APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/31 10:52:49.000,organizational unit 65461,project 148052,task 24806,SUPERVISOR
3309,Request For Payment FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018/05/31 11:38:01.000,organizational unit 65461,project 148052,task 24806,DIRECTOR
3309,Request Payment,SYSTEM,2018/06/04 12:03:08.000,organizational unit 65461,project 148052,task 24806,UNDEFINED
3309,Payment Handled,SYSTEM,2018/06/07 17:31:38.000,organizational unit 65461,project 148052,task 24806,UNDEFINED
3818,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/06/25 17:13:33.000,organizational unit 65482,project 147620,UNKNOWN,EMPLOYEE
3818,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/06/25 17:13:45.000,organizational unit 65482,project 147620,UNKNOWN,ADMINISTRATION
3818,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/06/28 15:53:13.000,organizational unit 65482,project 147620,UNKNOWN,BUDGET OWNER
3818,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/07/03 08:26:36.000,organizational unit 65482,project 147620,UNKNOWN,SUPERVISOR
3818,Request Payment,SYSTEM,2018/07/03 08:34:45.000,organizational unit 65482,project 147620,UNKNOWN,UNDEFINED
3818,Payment Handled,SYSTEM,2018/07/05 17:31:35.000,organizational unit 65482,project 147620,UNKNOWN,UNDEFINED
2459,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/27 10:14:12.000,organizational unit 65475,project 148216,UNKNOWN,EMPLOYEE
2459,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/27 10:14:20.000,organizational unit 65475,project 148216,UNKNOWN,ADMINISTRATION
2459,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/29 10:36:42.000,organizational unit 65475,project 148216,UNKNOWN,BUDGET OWNER
2459,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/03 07:36:03.000,organizational unit 65475,project 148216,UNKNOWN,SUPERVISOR
2459,Request Payment,SYSTEM,2018/04/03 10:47:00.000,organizational unit 65475,project 148216,UNKNOWN,UNDEFINED
2459,Payment Handled,SYSTEM,2018/04/05 17:30:53.000,organizational unit 65475,project 148216,UNKNOWN,UNDEFINED
1184,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/10 08:52:14.000,organizational unit 65465,project 147546,UNKNOWN,EMPLOYEE
1184,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/10 08:54:21.000,organizational unit 65465,project 147546,UNKNOWN,ADMINISTRATION
1184,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/01/11 10:51:14.000,organizational unit 65465,project 147546,UNKNOWN,BUDGET OWNER
1184,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/12 07:56:21.000,organizational unit 65465,project 147546,UNKNOWN,SUPERVISOR
1184,Request Payment,SYSTEM,2018/01/18 19:40:51.000,organizational unit 65465,project 147546,UNKNOWN,UNDEFINED
1184,Payment Handled,SYSTEM,2018/01/22 17:31:18.000,organizational unit 65465,project 147546,UNKNOWN,UNDEFINED
1712,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/02/07 16:58:51.000,organizational unit 65458,project 147843,task 3445,EMPLOYEE
1712,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/02/07 17:01:20.000,organizational unit 65458,project 147843,task 3445,ADMINISTRATION
1712,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/02/08 14:11:19.000,organizational unit 65458,project 147843,task 3445,BUDGET OWNER
1712,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/02/15 05:15:24.000,organizational unit 65458,project 147843,task 3445,SUPERVISOR
1712,Request Payment,SYSTEM,2018/02/20 13:07:08.000,organizational unit 65458,project 147843,task 3445,UNDEFINED
1712,Payment Handled,SYSTEM,2018/02/22 17:30:41.000,organizational unit 65458,project 147843,task 3445,UNDEFINED
261,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2017/04/20 14:18:49.000,organizational unit 65463,project 503,UNKNOWN,EMPLOYEE
261,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,2017/04/20 14:19:08.000,organizational unit 65463,project 503,UNKNOWN,PRE_APPROVER
261,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2017/04/25 09:25:12.000,organizational unit 65463,project 503,UNKNOWN,SUPERVISOR
261,Request For Payment REJECTED by MISSING,STAFF MEMBER,2017/04/25 14:42:21.000,organizational unit 65463,project 503,UNKNOWN,MISSING
2676,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/08 21:12:49.000,organizational unit 65456,project 147582,UNKNOWN,EMPLOYEE
2676,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/08 21:18:52.000,organizational unit 65456,project 147582,UNKNOWN,ADMINISTRATION
2676,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2018/04/11 14:02:15.000,organizational unit 65456,project 147582,UNKNOWN,SUPERVISOR
2676,Request For Payment REJECTED by EMPLOYEE,STAFF MEMBER,2018/04/12 06:44:15.000,organizational unit 65456,project 147582,UNKNOWN,EMPLOYEE
2676,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/04/12 11:55:37.000,organizational unit 65456,project 147582,UNKNOWN,EMPLOYEE
2676,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/04/12 11:55:47.000,organizational unit 65456,project 147582,UNKNOWN,ADMINISTRATION
2676,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/04/16 14:44:17.000,organizational unit 65456,project 147582,UNKNOWN,BUDGET OWNER
2676,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/17 14:24:19.000,organizational unit 65456,project 147582,UNKNOWN,SUPERVISOR
2676,Request Payment,SYSTEM,2018/04/19 07:57:39.000,organizational unit 65456,project 147582,UNKNOWN,UNDEFINED
2676,Payment Handled,SYSTEM,2018/04/23 17:31:12.000,organizational unit 65456,project 147582,UNKNOWN,UNDEFINED
5206,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/02 13:32:32.000,organizational unit 65477,project 148052,UNKNOWN,EMPLOYEE
5206,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/02 13:39:41.000,organizational unit 65477,project 148052,UNKNOWN,ADMINISTRATION
5206,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/08 17:05:17.000,organizational unit 65477,project 148052,UNKNOWN,SUPERVISOR
5206,Request Payment,SYSTEM,2018/10/09 09:14:03.000,organizational unit 65477,project 148052,UNKNOWN,UNDEFINED
5206,Payment Handled,SYSTEM,2018/10/11 17:31:08.000,organizational unit 65477,project 148052,UNKNOWN,UNDEFINED
5865,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/11/07 15:38:42.000,organizational unit 65468,project 148052,UNKNOWN,EMPLOYEE
5865,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/07 15:38:48.000,organizational unit 65468,project 148052,UNKNOWN,ADMINISTRATION
5865,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/13 13:51:13.000,organizational unit 65468,project 148052,UNKNOWN,SUPERVISOR
5865,Request Payment,SYSTEM,2018/11/15 08:58:31.000,organizational unit 65468,project 148052,UNKNOWN,UNDEFINED
5865,Payment Handled,SYSTEM,2018/11/19 17:31:20.000,organizational unit 65468,project 148052,UNKNOWN,UNDEFINED
6817,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/20 13:34:30.000,organizational unit 65468,project 152803,UNKNOWN,EMPLOYEE
6817,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/20 13:40:19.000,organizational unit 65468,project 152803,UNKNOWN,ADMINISTRATION
6817,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2019/01/02 15:20:07.000,organizational unit 65468,project 152803,UNKNOWN,BUDGET OWNER
6817,Request For Payment REJECTED by SUPERVISOR,STAFF MEMBER,2019/01/09 05:15:36.000,organizational unit 65468,project 152803,UNKNOWN,SUPERVISOR
1564,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/01/30 17:50:11.000,organizational unit 65461,project 503,task 48463,EMPLOYEE
1564,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/01/30 17:52:39.000,organizational unit 65461,project 503,task 48463,ADMINISTRATION
1564,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/01/31 11:17:56.000,organizational unit 65461,project 503,task 48463,SUPERVISOR
1564,Request Payment,SYSTEM,2018/01/31 12:34:35.000,organizational unit 65461,project 503,task 48463,UNDEFINED
1564,Payment Handled,SYSTEM,2018/02/01 17:31:18.000,organizational unit 65461,project 503,task 48463,UNDEFINED
6441,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/06 14:49:34.000,organizational unit 65461,project 147556,task 174118,EMPLOYEE
6441,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/06 14:52:05.000,organizational unit 65461,project 147556,task 174118,ADMINISTRATION
6441,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/17 15:41:46.000,organizational unit 65461,project 147556,task 174118,SUPERVISOR
6441,Request Payment,SYSTEM,2018/12/18 09:02:02.000,organizational unit 65461,project 147556,task 174118,UNDEFINED
6441,Payment Handled,SYSTEM,2018/12/20 17:31:30.000,organizational unit 65461,project 147556,task 174118,UNDEFINED
3002,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/01 09:43:03.000,organizational unit 65461,project 147556,UNKNOWN,EMPLOYEE
3002,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/01 11:53:46.000,organizational unit 65461,project 147556,UNKNOWN,ADMINISTRATION
3002,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/01 12:00:38.000,organizational unit 65461,project 147556,UNKNOWN,SUPERVISOR
3002,Request Payment,SYSTEM,2018/05/02 10:07:09.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
3002,Payment Handled,SYSTEM,2018/05/07 17:31:15.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
5701,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/29 16:06:45.000,organizational unit 65458,project 154071,UNKNOWN,EMPLOYEE
5701,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/10/29 16:06:50.000,organizational unit 65458,project 154071,UNKNOWN,ADMINISTRATION
5701,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/10/30 15:32:05.000,organizational unit 65458,project 154071,UNKNOWN,SUPERVISOR
5701,Request Payment,SYSTEM,2018/11/07 08:44:21.000,organizational unit 65458,project 154071,UNKNOWN,UNDEFINED
5701,Payment Handled,SYSTEM,2018/11/08 17:31:15.000,organizational unit 65458,project 154071,UNKNOWN,UNDEFINED
3370,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/05/29 10:32:17.000,organizational unit 65461,project 147556,UNKNOWN,EMPLOYEE
3370,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/05/29 10:32:39.000,organizational unit 65461,project 147556,UNKNOWN,ADMINISTRATION
3370,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/05/29 13:20:09.000,organizational unit 65461,project 147556,UNKNOWN,SUPERVISOR
3370,Request Payment,SYSTEM,2018/05/30 12:00:09.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
3370,Payment Handled,SYSTEM,2018/05/31 17:31:14.000,organizational unit 65461,project 147556,UNKNOWN,UNDEFINED
2439,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/03/26 09:39:46.000,organizational unit 65463,project 148391,task 72008,EMPLOYEE
2439,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/03/26 09:43:49.000,organizational unit 65463,project 148391,task 72008,ADMINISTRATION
2439,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/03/26 11:08:29.000,organizational unit 65463,project 148391,task 72008,BUDGET OWNER
2439,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/04/02 05:15:19.000,organizational unit 65463,project 148391,task 72008,SUPERVISOR
2439,Request Payment,SYSTEM,2018/04/03 12:26:57.000,organizational unit 65463,project 148391,task 72008,UNDEFINED
2439,Payment Handled,SYSTEM,2018/04/05 17:30:53.000,organizational unit 65463,project 148391,task 72008,UNDEFINED
5484,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/10/17 17:17:31.000,organizational unit 65458,project 147556,UNKNOWN,EMPLOYEE
5484,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/11/05 13:04:27.000,organizational unit 65458,project 147556,UNKNOWN,ADMINISTRATION
5484,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/11/05 20:47:11.000,organizational unit 65458,project 147556,UNKNOWN,SUPERVISOR
5484,Request Payment,SYSTEM,2018/11/11 20:38:26.000,organizational unit 65458,project 147556,UNKNOWN,UNDEFINED
5484,Payment Handled,SYSTEM,2018/11/15 17:31:20.000,organizational unit 65458,project 147556,UNKNOWN,UNDEFINED
6600,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018/12/13 10:59:04.000,organizational unit 65475,project 147546,UNKNOWN,EMPLOYEE
6600,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018/12/13 11:03:05.000,organizational unit 65475,project 147546,UNKNOWN,ADMINISTRATION
6600,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018/12/18 09:15:58.000,organizational unit 65475,project 147546,UNKNOWN,BUDGET OWNER
6600,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018/12/19 10:41:10.000,organizational unit 65475,project 147546,UNKNOWN,SUPERVISOR
